epoch,train_mae,train_mse,val_mae,val_mse,pred_loss,backward_loss
18000,0.36730241775512695,0.22087892889976501,0.3831486403942108,0.22747373580932617,0.3673062324523926,0.07318074256181717
18500,0.3673928380012512,0.22094425559043884,0.38288283348083496,0.22714291512966156,0.36736777424812317,0.07319529354572296
19000,0.36737775802612305,0.22093144059181213,0.3828350305557251,0.22706909477710724,0.36737167835235596,0.07321804761886597
19500,0.3674136698246002,0.22090591490268707,0.3837946951389313,0.22826652228832245,0.367411732673645,0.07319694757461548
20000,0.3673466444015503,0.2209121733903885,0.38305822014808655,0.22735697031021118,0.367384672164917,0.07323119789361954
20500,0.36741068959236145,0.22096388041973114,0.3828149139881134,0.2270583212375641,0.3674345016479492,0.07315050810575485
21000,0.36734098196029663,0.22089757025241852,0.3829229176044464,0.22720152139663696,0.3673277497291565,0.07314614206552505
21500,0.36739593744277954,0.22095006704330444,0.38287290930747986,0.22714193165302277,0.36739784479141235,0.07317850738763809
22000,0.3674010634422302,0.22091074287891388,0.3837053179740906,0.22811196744441986,0.3674297630786896,0.07317686080932617
22500,0.36742302775382996,0.2209271490573883,0.3836488425731659,0.2280942052602768,0.3674096167087555,0.07319959998130798
23000,0.3673518896102905,0.22089743614196777,0.38304659724235535,0.2273641973733902,0.36734113097190857,0.0732116848230362
23500,0.36732056736946106,0.22089657187461853,0.3831084966659546,0.22742314636707306,0.3673257827758789,0.07320977002382278
24000,0.36733874678611755,0.2208748459815979,0.3834228515625,0.22776831686496735,0.3673742115497589,0.07322906702756882
24500,0.3673762083053589,0.22088612616062164,0.38358914852142334,0.2280283421278,0.3673518896102905,0.07321226596832275
25000,0.36743465065956116,0.220970019698143,0.3827389180660248,0.2269836664199829,0.3673916161060333,0.07314509898424149
25500,0.3674296438694,0.22093284130096436,0.3838092088699341,0.2282612919807434,0.36739203333854675,0.0732174962759018
26000,0.3673286736011505,0.22088605165481567,0.3832249939441681,0.22757284343242645,0.36733517050743103,0.07314951717853546
26500,0.36740800738334656,0.22091077268123627,0.38370904326438904,0.22814364731311798,0.367378830909729,0.07322818040847778
27000,0.367333322763443,0.22088974714279175,0.3831164836883545,0.2274370938539505,0.36733242869377136,0.07318674027919769
27500,0.36735785007476807,0.22089159488677979,0.3835006654262543,0.22787070274353027,0.3674064874649048,0.07321380078792572
28000,0.3673529028892517,0.22091247141361237,0.3830905258655548,0.2273990958929062,0.3673822283744812,0.07319895923137665
28500,0.36737558245658875,0.22088679671287537,0.3836323320865631,0.22803494334220886,0.36743223667144775,0.07318047434091568
29000,0.36734533309936523,0.22091144323349,0.3831411600112915,0.22746191918849945,0.36734917759895325,0.0731222853064537
29500,0.3674403727054596,0.22092205286026,0.3838099241256714,0.22826965153217316,0.36743026971817017,0.07321057468652725
