test_mae,test_mse,val_mse,causal_accuracy,causal_f1,precision,recall,auc,best_threshold,hidden_units1,hidden_units2,flow_num_layers,dynamics_num_layers,learning_rate,weight_decay,latent_size,batch_size,stage1_run_name,stage2_run_name,time_delay,train_stage,backward_weight,scale_id,num_scales,scale_dims,reduce_dims,group,group_schedule,encoder_type,eval_interval
0.42585060000419617,0.2796376943588257,0.22614648938179016,0.56,0.5111111111111112,0.46,0.575,0.5541666666666667,-3.237647294998169,64,64,3,5,0.0001,0.0001,1,2048,stage1_var_macro,stage2_var_macro,2,2,0.01,0,4,"10,5,2,1",,"2,2,8,2,6,6,2,6,4,2",,mlp,500
