run_name,model_scale,logical_scale_id,sample_count,seed,total_window_count,L,noise_mode,threshold,accuracy,precision,recall,f1,auc,device,data_path,model_path,ei_matrix_path
stage2_var_macro,1,0,512,0,1998,1.0,global,0.003460393752902746,1.0,1.0,1.0,1.0,1.0,cpu,/Users/yangmingzhe/Desktop/code/github/Infer-Effective-Connection/loc_data_var/generated_data.npz,/Users/yangmingzhe/Desktop/code/github/Infer-Effective-Connection/loc_model_stage2/stage2_var_macro/model_scale1.pkl,/Users/yangmingzhe/Desktop/code/github/Infer-Effective-Connection/result/var/var_transport_map_ei_matrix_scale1.csv
