test_mae,test_mse,val_mse,causal_accuracy,causal_f1,precision,recall,auc,best_threshold,hidden_units1,hidden_units2,flow_num_layers,dynamics_num_layers,learning_rate,weight_decay,latent_size,batch_size,stage1_run_name,stage2_run_name,time_delay,train_stage,backward_weight,scale_id,num_scales,scale_dims,reduce_dims,group,group_schedule,encoder_type,eval_interval
0.20714649558067322,0.10549751669168472,0.11369094997644424,1.0,1.0,1.0,1.0,1.0,-2.7593878507614136,64,64,3,5,0.0001,0.0001,1,2048,stage1_lorzen_macro,stage2_lorzen_macro,3,2,0.01,0,4,"8,4,2,1",,"6,4,4,4,2,2,2,8",,mlp,500
