epoch,train_mae,train_mse,val_mae,val_mse,pred_loss,backward_loss
9500,0.17232218384742737,0.0977228581905365,0.21114546060562134,0.11639955639839172,0.1723208874464035,0.058135900646448135
10000,0.17233599722385406,0.09773147851228714,0.21117788553237915,0.11643671989440918,0.17234142124652863,0.05813544616103172
10500,0.17220622301101685,0.09768486768007278,0.21118824183940887,0.11648694425821304,0.17221686244010925,0.05817624554038048
11000,0.17230738699436188,0.09771693497896194,0.21129485964775085,0.11651591211557388,0.17233534157276154,0.058123085647821426
11500,0.1723719984292984,0.09775134921073914,0.21120159327983856,0.11641291528940201,0.1723824292421341,0.05813857167959213
12000,0.17234432697296143,0.09772904217243195,0.21132516860961914,0.1165068969130516,0.1723397672176361,0.058126140385866165
12500,0.17231786251068115,0.09772550314664841,0.21126076579093933,0.11647971719503403,0.17232204973697662,0.05810365825891495
13000,0.1723630428314209,0.09774284064769745,0.21126927435398102,0.11644823104143143,0.1723407506942749,0.05812939256429672
13500,0.17230503261089325,0.09772584587335587,0.21122832596302032,0.1164306029677391,0.17229773104190826,0.05813257768750191
14000,0.17231759428977966,0.09771371632814407,0.21128426492214203,0.11650475114583969,0.1723085194826126,0.058125145733356476
14500,0.17233842611312866,0.0977267250418663,0.21132193505764008,0.11650384962558746,0.172343909740448,0.058109380304813385
15000,0.17231789231300354,0.09772628545761108,0.21113312244415283,0.11640850454568863,0.1723203957080841,0.058143727481365204
15500,0.17233018577098846,0.09772928059101105,0.21123060584068298,0.11644325405359268,0.1723545789718628,0.05812189728021622
16000,0.1723337471485138,0.09772013872861862,0.21134699881076813,0.11655701696872711,0.17232243716716766,0.058113425970077515
16500,0.17232225835323334,0.0977158322930336,0.21147304773330688,0.11660819500684738,0.17234236001968384,0.05812305957078934
17000,0.17233651876449585,0.09773813188076019,0.21118614077568054,0.11639926582574844,0.1723559945821762,0.05813482776284218
17500,0.17236219346523285,0.0977405309677124,0.21127016842365265,0.11645882576704025,0.17234750092029572,0.05811306834220886
18000,0.17231422662734985,0.0977276861667633,0.21112659573554993,0.1163911297917366,0.17233063280582428,0.05812407284975052
18500,0.17233699560165405,0.09773720055818558,0.21117469668388367,0.11640819162130356,0.1723475605249405,0.058119792491197586
19000,0.17229557037353516,0.09771779924631119,0.21119999885559082,0.11647229641675949,0.1723194569349289,0.058131299912929535
19500,0.1722991019487381,0.09771932661533356,0.21134474873542786,0.11652319878339767,0.17231489717960358,0.05810592323541641
20000,0.17235054075717926,0.09772419184446335,0.21126587688922882,0.11650925129652023,0.17233295738697052,0.058115582913160324
20500,0.1723102480173111,0.0977291688323021,0.21125946938991547,0.11646328866481781,0.17230789363384247,0.05814133957028389
21000,0.17236673831939697,0.09774286299943924,0.2112555205821991,0.11643637716770172,0.1723596304655075,0.05813388153910637
21500,0.17230115830898285,0.09771980345249176,0.21129733324050903,0.11648914963006973,0.1723143756389618,0.05812001973390579
22000,0.17230354249477386,0.09771409630775452,0.21126961708068848,0.1164943128824234,0.172308087348938,0.058130715042352676
22500,0.1723567247390747,0.09774023294448853,0.21125872433185577,0.11645212769508362,0.1723344624042511,0.05811707675457001
23000,0.17229242622852325,0.0977180153131485,0.21118471026420593,0.11645616590976715,0.17229677736759186,0.05811391770839691
23500,0.17221896350383759,0.09769051522016525,0.2112659364938736,0.11650269478559494,0.17224103212356567,0.05813863128423691
24000,0.1722927689552307,0.0977233499288559,0.21142719686031342,0.11654392629861832,0.17229442298412323,0.05811033025383949
24500,0.172301784157753,0.09771667420864105,0.21133707463741302,0.11652885377407074,0.17231197655200958,0.058102671056985855
25000,0.1723705232143402,0.09772565960884094,0.2114621102809906,0.11663036793470383,0.1723603457212448,0.0581427663564682
25500,0.1723935455083847,0.09773034602403641,0.21155834197998047,0.11666698008775711,0.1723666936159134,0.05814644321799278
26000,0.17234720289707184,0.09773717075586319,0.21129633486270905,0.11649003624916077,0.17237941920757294,0.05813609063625336
26500,0.172341987490654,0.09773685038089752,0.21108600497245789,0.11637066304683685,0.1723194122314453,0.05812617018818855
27000,0.17090049386024475,0.09726055711507797,0.21174131333827972,0.11670480668544769,0.1708957999944687,0.05684342607855797
27500,0.1709551364183426,0.09725994616746902,0.2115626037120819,0.11668252944946289,0.17093020677566528,0.05690211430191994
28000,0.17099221050739288,0.09728067368268967,0.21141797304153442,0.11659450083971024,0.17098864912986755,0.05693202093243599
28500,0.1709374636411667,0.09726553410291672,0.21139636635780334,0.11659496277570724,0.17092542350292206,0.0569022037088871
29000,0.1710003763437271,0.09727910906076431,0.21158623695373535,0.11666718125343323,0.1710006147623062,0.05690096691250801
29500,0.17098048329353333,0.09728720039129257,0.21151433885097504,0.11660010367631912,0.17098337411880493,0.056921228766441345
