0,1,2,3,4,5,6,7
0.89254826,0.065746516,0.024293492,0.004281727,0.006491048,0.018568162,0.065930255,0.021248568
0.0498467,0.86645365,0.16319203,0.0061027817,0.003984758,0.0015015431,0.0010237757,0.16729708
0.16101643,0.08538074,0.88355976,0.14879192,0.022810271,0.019873861,0.0045460644,0.008825744
0.011620526,0.13327323,0.05999127,0.870295,0.11221794,0.0034573865,0.0072597545,0.0041555157
0.023111328,0.017202409,0.14747299,0.016597943,0.88722605,0.14632875,0.02936753,0.0031655768
0.00432841,0.022140257,0.0024712712,0.1319315,0.042537432,0.8627425,0.12979496,0.00011201501
0.0050352328,0.004550227,0.008350832,0.009027973,0.10467452,0.074476235,0.8767118,0.11789831
0.08540901,0.019790983,0.0051690093,0.0105311815,0.006512628,0.071367234,0.008721162,0.8881972
