0,1,2,3,4,5,6,7
2.0440383,1.2857602,1.2597735,1.2599329,1.2595168,1.2616562,1.2813966,1.2985022
1.2750739,2.0809839,1.2617253,1.2437893,1.2435386,1.2435367,1.2443635,1.2708994
1.2743113,1.2884468,1.9511546,1.2696701,1.2433689,1.2436322,1.2436265,1.2448591
1.2768488,1.3027134,1.302673,2.110593,1.2920458,1.2755424,1.274593,1.2764145
1.2208977,1.2213666,1.2425814,1.259904,1.9577351,1.2568338,1.2209039,1.2196063
1.2801567,1.2799596,1.2799678,1.3006746,1.309583,2.1468027,1.3010367,1.2794976
1.2984434,1.2983106,1.2988173,1.3004097,1.3133371,1.325542,2.2133005,1.315029
1.241056,1.2194164,1.2185385,1.2189934,1.2192843,1.2421308,1.2553046,2.0198414
